ProduceSimulationInsights	allowsTask	InterpretSimulationResultsTask
PedagogicalSkills	type	Capability
DrivingSupportUseCase	hasDomain	MobilityDomain
QualitativeExpertJudgment	allowsTask	InterpretSimulationResultsTask
OntologyEvolutionTeam	type	HITeam
CybersecurityExpert	hasCapability	Communication
RobotAssistedLearningUseCase	type	UseCase
RobotAssistedLearningUseCase	hasHITeam	RobotAssistedLearningTeam
isAssignedToTask	subPropertyOf	isEligibleForTask
ParticipatoryPolicySimulationTask	requiresCapability	Communication
OntologyRepairExecution_01	hasInteractionEpisode	NeurosymbolicRepairInteraction_01
ReactiveResponse	type	Capability
AlphaFoldSystem	performsExecution	ProteinAnalysisExecution
DAG20MinStrategyExperiment	type	Experiment
ABSSSimulationSystem	type	ArtificialAgent
hasExperimentConcept	domain	Experiment
ReinforcementLearningSupport	type	Capability
DecisionSupportEvaluation	hasExperiment	Static50Experiment
CausalDiscoveryModel	type	Model
HumanParticipant	type	HumanAgent
FaceMatchingDecisionSupportSystem	hasCapability	ProvideMatchingSuggestions
AISecuritySystem	hasCapability	RapidExplanationGeneration
HILLInspectionUseCase	hasHITeam	HILLInspectionTeam
AI_PaleoReconstructionAssistant	hasCapability	Communication
FaceMatchingStudyContext	type	Context
ClinicalRecommendationTask	requiresCapability	Transparency
DecisionEvent_LifestyleRecommendation	hasInteractionEpisode	Interaction_LifestyleRecommendation
FaceMatchingTaskExecution	realizesTask	AssessInfluenceAndConfirmationTask
UserState_TrustInLLM	type	Context
AssistiveRobot	hasCapability	Adaptiveness
UserState_TrustCalibrationLevel	type	Context
DecisionEvent_PolicySimulation	performedBy	AI_PolicySimulationAgent
hasOutputData	domain	Model
Evidence_MoralDataset	type	Data
VRConversationalInteractionUseCase	type	UseCase
SimulateSocialInteractions	allowsTask	RunSocialSimulationsTask
RobotAssistedLearningTeam	isInfluencedBy	RobotAssistedLearningContext
CrossCheckThreatPredictionTask	type	Task
hasInfluenceOn	range	HITeam
CausalDiscoveryInteraction	hasAgentInvolved	AutonomousCausalLearner
DecisionEvent_MoralJudgement	hasOutputData	Recommendation_MoralChoice
ImproveLearningOutcomesGoal	requiresTask	ChildAssessmentTask
DrivingSupportInteraction_01	hasAgentInvolved	AdultUser
KnowledgeFormalizationExecution_01	performedBy	FormalizationAssistantAgent
Interaction_PolicySimulation	hasAgentInvolved	AI_PolicySimulationAgent
ClinicalDecisionSupportTeam	isInfluencedBy	DiagnosticUncertaintyContext
FaceMatchingDecisionSupportModel	type	Model
Task_EnvironmentReconstruction	requiresCapability	Communication
CybersecurityThreatReviewInteraction	hasAgentInvolved	CybersecurityExpert
TrustCalibrationAssessmentTask	type	Task
TeacherUser	hasCapability	Transparency
AlexLearningSupportUseCase	type	UseCase
UserState_AIOverReliance	type	Context
DecisionEvent_PolicySimulation	hasOutputData	Recommendation_PolicyOption
ClinicalAIDecisionSupportTool	hasCapability	Transparency
OntologyMaintenanceContext	type	Context
DecisionEvent_EnvironmentReconstruction	hasOutputData	Justification_DataDrivenReconstruction
DecisionEvent_PolicySimulation	hasInputData	Data_PolicySimulationParameters
TrustCalibrationAssessmentTask	requiresCapability	TrustAssessmentCapability
DrivingRecommendationExecution_01	towardsGoal	SupportSafeDrivingGoal
BrainAgeEvaluation	hasExperiment	BrainAgeExperiment
SupportPersonalizedLearningGoal	type	Goal
requiresTask	range	Task
CollaborativeLearningPlanInteraction_01	hasAgentInvolved	AssistiveRobot
GuidedRobotInteractionTask	requiresCapability	ReactiveResponse
BrainAgeAssessmentExecution	type	TaskExecution
NeurologistAgent	hasCapability	ExplainabilityCapability
DAG20PureRandomStrategyExperiment	type	Experiment
CollaborationBased	type	Method
ImproveLearningOutcomesGoal	requiresTask	EducationalPlanningTask
ClinicalCaseData	type	Data
SupportClinicalDecisionMakingGoal	type	Goal
LinearRegressionMethod	type	Method
Task_CollaborativeGameStrategy	requiresCapability	Collaborativeness
DecisionSupportEvaluation	hasExperiment	IncreasingConfidenceNotifyExperiment
AISecuritySystem	hasCapability	ContinuousLearning
Human_User	type	HumanAgent
AutonomousCausalLearner	hasCapability	InterveneOnActionableNodes
MLPractitionerAgent	hasCapability	InteractiveModelInspectionCapability
operatesInContext	domain	Agent
LongTermChatbotMemoryTeam	hasGoal	MaintainLongTermConversationGoal
DrivingSupportTeam	hasMember	TeslaAutosteer
ReactiveResponse	allowsTask	GuidedRobotInteractionTask
PersonalizedLearningSupportExecution_01	hasInteractionEpisode	ProgressReportingInteraction_01
Communication	type	Capability
TeslaAutosteer	hasCapability	SituationalAwareness
ClinicalAdviceTakingInteraction_01	type	Interaction
LongMemo5Dataset	type	Data
LongTermMemoryRetrievalExecution	performedBy	GraphMemoAgent
DecisionEvent_EnvironmentReconstruction	performedBy	Human_Researcher
ArchivalFootageAISystem	hasCapability	ReinforcementLearningSupport
RapidExplanationGeneration	allowsTask	RestoreAccessTask
SecurityDecisionMaking	allowsTask	RestoreAccessTask
PolicySimulationAgent	type	ArtificialAgent
RestoreAccessTask	requiresCapability	RapidExplanationGeneration
BrainAgeAssessmentExecution	hasInputData	BrainImagingData
TrustAssessmentSystem	hasCapability	TrustAssessmentCapability
ProvideMatchingSuggestions	type	Capability
PolicySimulationGoal	requiresTask	ParticipatoryPolicySimulationTask
ResearchOptimizationTask	requiresCapability	ResearchCoordination
CodeGenerationController	hasCapability	Responsibility
VoiceToTextTask	requiresCapability	Communication
executesTask	range	Task
Interaction_LifestyleRecommendation	hasAgentInvolved	AI_SocialHealthCoach
DecreasingConfidenceNotifyExperiment	type	Experiment
ProteinAnalysisTask	type	Task
CodeGenerationExecution_01	type	TaskExecution
hasOutputData	domain	TaskExecution
DecreasingConfidenceNoNotifyExperiment	hasMetricTested	DecisionQualityMetric
PreserveAndCurateArchivalKnowledgeGoal	requiresTask	ArchivalCollectionTask
ProteinAnalysisTask	requiresCapability	ClinicalJudgment
towardsGoal	domain	TaskExecution
Clinician	hasCapability	DecisionConfidence
isAssignedToTask	domain	Agent
BrainAgeExperiment	hasMetricTested	UsabilityMetric
GuidedRobotInteractionTask	type	Task
HybridHumanPolicyTeam	hasMember	ABSSSimulationSystem
ABSSSimulationSystem	hasCapability	SimulateSocialInteractions
hasCapabilityConcept	domain	Capability
TrustCalibrationTeam	hasMember	ClinicianAgent
AI_PolicySimulationAgent	hasCapability	Adaptiveness
HILLInspectionTeam	hasMember	HILLFrameworkAgent
MLPractitionerAgent	operatesInContext	InteractiveMLInspectionContext
HealthcarePolicyMaker	type	HumanAgent
LiteratureReview	allowsTask	LiteratureCrossReferencingTask
Data_GazeTrackingStream	type	Data
AxiomWeakening	type	Method
TeslaAutosteer	hasCapability	Adaptiveness
CulturalHeritageSteward	hasCapability	CulturalStewardship
CollaborativeGameplayTeam	hasMember	ChildUser
DecisionEvent_MoralJudgement	performedBy	Human_Expert
ClinicalDecisionSupportCapability	type	Capability
AssistiveRobot	hasCapability	Communication
Interaction_TrustCalibration	type	Interaction
AssistiveRobot	hasCapability	NormAwareness
AdultUser	hasCapability	Responsibility
ImproveCybersecurityResponseGoal	requiresTask	RestoreAccessTask
ExplainabilityCapability	type	Capability
RestoreAccessTask	type	Task
ProteinAnalysisExecution	hasInteractionEpisode	ProteinInterpretationInteraction
BlockSuspiciousTrafficExecution	towardsGoal	ImproveCybersecurityResponseGoal
CrossCheckThreatPredictionTask	requiresCapability	SecurityDecisionMaking
ProduceSimulationInsights	allowsTask	RefinePolicyScenariosTask
EducationalPlanningExecution	towardsGoal	ImproveLearningOutcomesGoal
FaceMatchingTaskExecution	performedBy	HumanFaceMatcher
hasAgentInvolved	range	Agent
LongTermDialogueTeam	type	HITeam
EducationalPlanningTask	type	Task
PolicySimulationTeam	hasGoal	PolicySimulationGoal
TherapeuticExpertise	type	Capability
CybersecurityExpert	type	HumanAgent
DecisionEvent_PolicySimulation	hasInteractionEpisode	Interaction_PolicySimulation
HILLFrameworkAgent	type	ArtificialAgent
LongTermDialogueExecution_01	hasOutputData	DialogueResponseData
FaceMatchingTaskExecution	usesModel	FaceMatchingDecisionSupportModel
Data_PolicySimulationParameters	type	Data
CollaborativeGameplayTeam	hasMember	RobotAgent
CodeAssistantTeam	type	HITeam
BrainAgeExperiment	type	Experiment
ClinicalUncertaintyCommunicationUseCase	hasHITeam	ClinicalDecisionSupportTeam
LeahTeacher	hasCapability	TechnologyEnthusiasm
hasCapability	range	Capability
hasMember	domain	HITeam
ClinicalRecommendationExecution_01	hasOutputData	ClinicalRecommendationData
InSilicoPolicyInterventionExperiment	type	Experiment
HybridHumanPolicyTeam	type	HITeam
DecisionEvent_EnvironmentReconstruction	type	TaskExecution
SupportHealthcarePolicyDecisionsGoal	requiresTask	RefinePolicyScenariosTask
CrossCheckThreatPredictionExecution	hasInteractionEpisode	CybersecurityThreatReviewInteraction
StrategyComparisonEvaluation	hasExperiment	DAG20MaxStrategyExperiment
KnowledgeAcquisitionInteraction_01	hasAgentInvolved	FormalizationAssistantAgent
Interaction_GazeInteraction1	type	Interaction
NoMachineExperiment	hasMetricTested	DecisionQualityMetric
Task_MoralJudgementSupport	requiresCapability	Transparency
CybersecurityExpert	hasCapability	CybersecurityContextAssessment
evaluatedBy	range	Evaluation
ArchivalSegmentationModel	type	Model
Static5Experiment	hasMetricTested	DecisionQualityMetric
CodeGenerationExecution_01	hasInputData	PromptSpecificationData
KnowledgeFormalizationExecution_01	performedBy	Human_Expert
DecisionEvent_LifestyleRecommendation	type	TaskExecution
hasMethodConcept	domain	Method
InterpretSimulationResultsTask	requiresCapability	ProduceSimulationInsights
ArchivalCollectionTask	type	Task
DecisionEvent_EnvironmentReconstruction	hasOutputData	Recommendation_ReconstructionHypothesis
GuidedRobotInteractionTask	requiresCapability	TechnologyEnthusiasm
ParticipatoryPolicySimulationTask	requiresCapability	Transparency
DecisionEvent_LifestyleRecommendation	realizesTask	Task_LifestyleRecommendation
ProteinDiscoveryResearchContext	type	Context
OntologyEvolutionTeam	hasMember	Human_Expert
Data_TrustGameLogs	type	Data
ConversationalAIDomain	type	Domain
StrategyComparisonEvaluation	hasExperiment	DAG20RandomStrategyExperiment
isInfluencedBy	inverseOf	hasInfluenceOn
GraphMemoAgent	hasCapability	LongTermMemoryCapability
DAG20MaxStrategyExperiment	hasMetricTested	StrategyPerformanceMetric
RepeatedInterventionsExecution	usesModel	CausalDiscoveryModel
LongTermDialogueExecution_01	performedBy	Chatbot
NeurologistAgent	operatesInContext	ClinicalNeurodiagnosticContext
CodeAssistantUseCase	hasDomain	SoftwareEngineeringDomain
DrivingRecommendationExecution_01	performedBy	TeslaAutosteer
ProteinAnalysisTask	requiresCapability	ProteinStructurePrediction
hasExperiment	domain	Evaluation
CybersecurityThreatReviewInteraction	type	Interaction
TrustCalibrationUseCase	hasHITeam	TrustCalibrationTeam
EducationalPlanningExecution	type	TaskExecution
HumanParticipant	performsExecution	GazeAwareDialogueExecution
ImproveFaceMatchingDecisionsGoal	requiresTask	AssessInfluenceAndConfirmationTask
FaceMatchingHITeam	type	HITeam
PersonalizedLearningSupportExecution_01	performedBy	AssistiveRobot
HILLInspectionInteraction	hasAgentInvolved	MLPractitionerAgent
LongTermMemoryChatbotUseCase	hasHITeam	LongTermDialogueTeam
Interaction_MoralJudgement	hasAgentInvolved	AI_LLM_MoralReasoner
EducationalPlanningTask	requiresCapability	TechnologyEnthusiasm
Symbolic	type	Method
hasMember	range	Agent
ProteinInterpretationInteraction	hasAgentInvolved	DrEmilyChen
ClinicalDecisionSupportTeam	hasMember	Clinician
TeacherUser	operatesInContext	CooperativeCuisine
SupportSafeDrivingGoal	type	Goal
FaceMatchingHardSetTask	type	Task
BrainAgeExplanationExecution	realizesTask	ExplainBrainAgePredictionTask
FaceMatchingTaskExecution	towardsGoal	ImproveFaceMatchingDecisionsGoal
allowsTask	domain	Capability
CausalDiscoveryTeam	hasMember	AutonomousCausalLearner
HILLInspectionModel_Instance	hasInputData	PAMAP2SensorData
Task_TrustCalibration	requiresCapability	Adaptiveness
VRDialogueTeam	hasMember	VRConversationalAgent
AlexLearningSupportTeam	hasGoal	SupportPersonalizedLearningGoal
AssistiveRobot	type	ArtificialAgent
HumanFaceMatchingJudgment	type	Capability
hasUseCaseConcept	domain	UseCase
EducationalPlanningExecution	performedBy	LeahTeacher
Task_MoralJudgementSupport	type	Task
ClinicalDecisionSupportTeam	hasMember	ClinicalAIDecisionSupportTool
NeuroSymbolic	type	Method
ArchiveVideoSegmentationExecution	performedBy	ArchivalFootageAISystem
ArchivalFootageAISystem	type	ArtificialAgent
ClinicalDecisionSupportTeam	hasGoal	SupportClinicalDecisionMakingGoal
ChildAssessmentTask	requiresCapability	TherapeuticExpertise
ClinicalAdviceTakingInteraction_01	hasAgentInvolved	ClinicalAIDecisionSupportTool
DrivingRecommendationExecution_01	hasOutputData	DrivingRecommendationData
HealthcareDomain	type	Domain
SoftwareEngineeringDomain	type	Domain
PolicySimulationExecution	hasInteractionEpisode	PolicySimulationInteraction
LiteratureCrossReferencingTask	requiresCapability	LiteratureReview
HILLInspectionTeam	hasGoal	ImproveHumanModelInspectionGoal
HybridHumanPolicyTeam	hasMember	HealthcarePolicyMaker
CodeGenerationTask	requiresCapability	Communication
ArchivalSegmentationModel	hasMethod	MultimodalSegmentationMethod
AlexLearningSupportTeam	hasMember	Alex
UserState_HighVisualAttention	type	Context
HybridHumanPolicyModelingUseCase	hasDomain	PublicPolicyDomain
ChildAssessmentTask	requiresCapability	BehavioristApproach
ABSSSimulationSystem	hasCapability	ProduceSimulationInsights
ClinicalRecommendationExecution_01	towardsGoal	SupportClinicalDecisionMakingGoal
Recommendation_TrustAdjustment	type	Data
UserState_ResearchCognitiveLoad	type	Context
IncreasingConfidenceNotifyExperiment	type	Experiment
CodeAssistantTeam	hasMember	CodeGenerationController
HumanFaceMatcher	type	HumanAgent
ClinicianAgent	hasCapability	TrustAssessmentCapability
MaintainOntologyQualityGoal	type	Goal
DrEmilyChen	type	HumanAgent
BrainAgeAssessmentTask	requiresCapability	ClinicalDecisionSupportCapability
LearningSupportRecommendationData	type	Data
FaceMatchingNormalSetTask	requiresCapability	HumanFaceMatchingJudgment
Statistical	type	Method
BrainImagingData	type	Data
DrEmilyChen	hasCapability	LiteratureReview
BehavioristApproach	type	Capability
BrainAgePredictionTeam	isInfluencedBy	ClinicalNeurodiagnosticContext
GraphMemoMemorySystem	type	Model
ProteinModelGenerationTask	requiresCapability	ThreeDimensionalModelGeneration
LiteratureCrossReferencingExecution	realizesTask	LiteratureCrossReferencingTask
DecisionEvent_LifestyleRecommendation	hasOutputData	Justification_BehavioralAnalysis
hasInteractionIntentConcept	domain	Interaction
IdentifyNeuroprotectiveProteinsGoal	requiresTask	ResearchOptimizationTask
FaceMatchingTaskExecution	type	TaskExecution
ClinicalRecommendationTask	requiresCapability	Communication
AutonomousCausalLearner	hasCapability	ApplyLinearRegression
Justification_GazeBasedPersonalization	type	Data
ArchiveVideoSegmentationExecution	towardsGoal	PreserveAndCurateArchivalKnowledgeGoal
ThreeDimensionalModelGeneration	type	Capability
usesModel	range	Model
KnowledgeFormalizationTeam	isInfluencedBy	KnowledgeAcquisitionBottleneckContext
OntologyRepairExecution_01	type	TaskExecution
hasMetricConcept	domain	Metric
RobotAssistedLearningUseCase	hasDomain	EducationDomain
RestoreAccessExecution	realizesTask	RestoreAccessTask
Recommendation_GazePersonalizedResponse	type	Data
GameplayInteraction_01	hasAgentInvolved	ChildUser
KnowledgeAcquisitionInteraction_01	hasAgentInvolved	Human_Expert
ProteinInterpretationInteraction	hasAgentInvolved	AlphaFoldSystem
Negotiation	allowsTask	DataGovernanceNegotiationTask
AssistiveRobot	hasCapability	Transparency
HumanFaceMatcher	operatesInContext	FaceMatchingStudyContext
PolicySimulationInteraction	hasAgentInvolved	ABSSSimulationSystem
requiresTask	domain	Goal
Interaction_PolicySimulation	type	Interaction
hasMethod	range	Method
Negotiation	type	Capability
Justification_TrustFactorModel	type	Data
AutonomousCausalLearner	operatesInContext	SimulatedWorldContext
NaoRobot	hasCapability	WizardOfOzInteraction
HILLExperiment	type	Experiment
ClinicalAIDecisionSupportTool	hasCapability	Communication
InterpretSimulationResultsTask	requiresCapability	QualitativeExpertJudgment
GeometryFriends	type	Context
PersonalizedLearningSupportExecution_01	type	TaskExecution
AI_PolicySimulationAgent	type	ArtificialAgent
HILLInspectionExecution	hasInputData	PAMAP2SensorData
TrustCalibrationInteraction	type	Interaction
HILLEvaluation	hasMetricConcept	ModelAccuracyMetric
HILLInspectionModel_Instance	type	Model
DecisionEvent_MoralJudgement	hasInteractionEpisode	Interaction_MoralJudgement
EvaluateStrategiesTask	requiresCapability	ApplyLinearRegression
MaintainOntologyQualityGoal	requiresTask	OntologyRepairTask
VRDialogueInteraction	type	Interaction
LearningOutcomeExperiment	type	Experiment
Evidence_LifestyleLogs	type	Data
GPT_4o_mini	hasMethod	Statistical
HILLInspectionTeam	hasMember	MLPractitionerAgent
BrainAgeExplanationExecution	type	TaskExecution
LongTermDialogueTask	type	Task
PedagogicalSkills	allowsTask	EducationalPlanningTask
EducationDomain	type	Domain
Human_User	operatesInContext	UserState_AIOverReliance
RecommendationTask	requiresCapability	Collaborativeness
SpreadingActivation	type	Method
KnowledgeFormalizationUseCase	type	UseCase
ScientificDataProcessing	allowsTask	ProteinAnalysisTask
Static50Experiment	hasMetricTested	DecisionQualityMetric
AlexLearningSupportUseCase	hasDomain	EducationDomain
GraphMemoModel_Instance	hasMethod	GraphMemoryMethod
GPT_4o_mini	type	Model
UserIntentionResolutionTask	requiresCapability	DynamicMentalizing
CybersecurityContextAssessment	type	Capability
ArchivalFootageAISystem	hasCapability	MultimodalUnderstanding
OntologyRepairTask	type	Task
AgentBasedSocialSimulationMethod	type	Method
Therapist	type	HumanAgent
FaceMatchingTaskExecution	evaluatedBy	DecisionSupportEvaluation
PolicySimulationTeam	hasMember	PolicySimulationAgent
ClinicalJudgment	allowsTask	ProteinAnalysisTask
SecurityDecisionMaking	allowsTask	CrossCheckThreatPredictionTask
ConsentAndGovernanceNegotiationExecution	performedBy	CulturalHeritageSteward
ProteinStructurePrediction	type	Capability
GuidedRobotInteractionExecution	hasInteractionEpisode	GuidedLearningInteraction
DecisionEvent_GazeInteraction1	type	TaskExecution
FaceMatchingHITeam	hasMember	FaceMatchingDecisionSupportSystem
ArchivalFootageDataset	type	Data
Recommendation_LifestyleChange	type	Data
DecisionEvent_TrustCalibration	hasInteractionEpisode	Interaction_TrustCalibration
SimulatedWorldContext	type	Context
KnowledgeFormalizationExecution_01	hasInputData	FormalizationInputData
LearningSupportEvaluation	hasExperiment	LearningOutcomeExperiment
Interaction_GazeInteraction1	hasAgentInvolved	AI_GazeAwareConversationalAgent
PreserveAndCurateArchivalKnowledgeGoal	type	Goal
ABSSWhatIfAnalysisExecution	performedBy	ABSSSimulationSystem
executesTask	domain	Agent
GraphMemoMemorySystem	hasMethod	SpreadingActivation
LeahTeacher	type	HumanAgent
CodeAssistantTeam	hasGoal	SupportCodeAuthoringGoal
BrainAgeAssessmentExecution	realizesTask	BrainAgeAssessmentTask
RobotAssistedLearningTeam	hasMember	LeahTeacher
CodeGenerationInteraction_01	type	Interaction
LongTermDialogueContext	type	Context
TrustAssessmentSystem	performsExecution	TrustCalibrationExecution
TrustCalibrationExecution	towardsGoal	DetectTrustCalibrationGoal
InSilicoPolicyInterventionExperiment	hasMetricTested	PolicyScenarioOutcomeMetric
DialogueResponseData	type	Data
BrainAgeSupportSystem	performsExecution	BrainAgeAssessmentExecution
AI_EEG_TrustCalibrationSystem	type	ArtificialAgent
KnowledgeFormalizationTeam	hasMember	Human_Expert
HILLInspectionExecution	performedBy	HILLFrameworkAgent
CollaborativeGameplayUseCase	hasHITeam	CollaborativeGameplayTeam
HumanFaceMatcher	hasCapability	HumanFaceMatchingJudgment
Interaction_LifestyleRecommendation	type	Interaction
TrustCalibrationInteraction	hasAgentInvolved	ClinicianAgent
LongMemoDialogueData	type	Data
FormalRuleGenerationTask	requiresCapability	Communication
AlphaFoldPredictionModel	hasInputData	ProteinSequenceDataset
UserState_TrustInAITeammate	type	Context
AI_PolicySimulationAgent	hasCapability	Transparency
ImproveCybersecurityResponseGoal	requiresTask	CrossCheckThreatPredictionTask
ChildUser	operatesInContext	GeometryFriends
Human_User	operatesInContext	UserState_TrustCalibrationLevel
CoCreation	type	Method
HILLExperiment	hasMetricTested	ModelAccuracyMetric
PolicySimulationTeam	hasMember	PolicyAnalyst
LearningSupportPlanningInteraction	type	Interaction
LatentSpaceInspectionData	type	Data
CrossCheckThreatPredictionExecution	towardsGoal	ImproveCybersecurityResponseGoal
Therapist	operatesInContext	PersonalizedLearningContext
ClinicalDecisionSupportTeam	type	HITeam
ProgressMonitoring	type	Capability
TrustCalibrationInteraction	hasAgentInvolved	TrustAssessmentSystem
Task_EnvironmentReconstruction	type	Task
Task_PolicySimulation	type	Task
OntologyEvolutionTeam	hasMember	LLM_Agent
CollaborativeLearningPlanInteraction_01	hasAgentInvolved	TeacherUser
VRConversationalInteractionUseCase	hasDomain	VirtualRealityDomain
DecisionEvent_GazeInteraction1	performedBy	AI_GazeAwareConversationalAgent
FormalizeKnowledgeGoal	type	Goal
CollaborativeLearningPlanInteraction_01	type	Interaction
Interaction_GazeInteraction1	hasAgentInvolved	Human_User
DecisionEvent_MoralJudgement	hasOutputData	Justification_MoralReasoning
DetectTrustCalibrationGoal	type	Goal
LongTermChatbotMemoryUseCase	hasDomain	ConversationalAIDomain
CollaborativeGameplayUseCase	hasDomain	EducationDomain
CausalDiscoveryTeam	type	HITeam
KnowledgeAcquisitionInteraction_01	type	Interaction
AI_SocialHealthCoach	hasCapability	Responsibility
TrustCalibrationExperiment	type	Experiment
